Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,1st Road Class & No,Road Surface,Lighting Conditions,Weather Conditions,Local Authority,Vehicle Number,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
69O1962,426460,427821,2,30/09/2019,2230,6,U,2,4,2,E08000035,1,9,1,2,1,20
69P0273,421087,434488,1,25/09/2019,0753,4,B6157,1,1,1,E08000035,1,9,3,3,1,12
69P0294,442686,445802,1,25/09/2019,0805,6,U,2,1,1,E08000035,1,9,3,3,1,11
69P0654,443385,438775,2,25/09/2019,1150,2,A1(M),1,1,1,E08000035,2,20,1,3,1,59
69P0787,431288,432100,2,24/09/2019,1840,6,U,1,1,1,E08000035,2,1,1,2,1,44
69P1292,437069,437611,2,25/09/2019,1643,3,A64,1,1,1,E08000035,2,19,1,3,1,28
69Q0404,439007,446687,3,23/08/2019,0910,6,U,1,1,1,E08000035,2,1,1,2,1,74
69Q1430,424639,433563,2,26/09/2019,1512,2,A6110(M),1,1,1,E08000035,1,9,1,2,1,77
69R0866,419952,445398,1,28/09/2019,1249,3,A659,2,1,2,E08000035,1,2,1,3,1,16
69R1430,430266,431232,1,27/09/2019,1630,6,U,2,1,2,E08000035,1,8,3,2,1,34
69R1599,428762,432740,2,27/09/2019,1745,6,U,2,1,2,E08000035,2,1,1,3,1,41
69R1825,434955,436362,2,27/09/2019,0000,6,U,2,4,2,E08000035,1,9,2,2,1,30
69R2037,431402,435029,2,27/09/2019,2100,3,A58,1,4,1,E08000035,2,1,1,3,1,24
69S0658,429089,431247,2,28/09/2019,1125,6,U,1,1,1,E08000035,2,9,1,3,2,50
69S1352,431351,435060,2,28/09/2019,1207,6,U,2,1,1,E08000035,2,9,1,3,2,46
69T0470,424900,433480,2,29/09/2019,0945,6,U,1,1,1,E08000035,2,9,1,3,2,35
69T0667,430846,434032,2,29/09/2019,1154,6,U,2,1,2,E08000035,1,9,1,3,1,27
69T0667,430846,434032,2,29/09/2019,1154,6,U,2,1,2,E08000035,2,9,1,3,1,65
69T0667,430846,434032,2,29/09/2019,1154,6,U,2,1,2,E08000035,2,9,2,3,1,35
69T0667,430846,434032,2,29/09/2019,1154,6,U,2,1,2,E08000035,2,9,2,2,2,36
69T0667,430846,434032,2,29/09/2019,1154,6,U,2,1,2,E08000035,2,9,2,2,2,33
69T0667,430846,434032,2,29/09/2019,1154,6,U,2,1,2,E08000035,2,9,2,3,1,1
69T0667,430846,434032,2,29/09/2019,1154,6,U,2,1,2,E08000035,2,9,3,3,2,10
69T0667,430846,434032,2,29/09/2019,1154,6,U,2,1,2,E08000035,2,9,3,3,1,45
69T0667,430846,434032,2,29/09/2019,1154,6,U,2,1,2,E08000035,2,9,3,3,1,4
69T0667,430846,434032,2,29/09/2019,1154,6,U,2,1,2,E08000035,2,9,3,3,1,5
69T0667,430846,434032,2,29/09/2019,1154,6,U,2,1,2,E08000035,2,9,3,3,2,33
69T0667,430846,434032,2,29/09/2019,1154,6,U,2,1,2,E08000035,2,9,3,3,1,1
69T0667,430846,434032,2,29/09/2019,1154,6,U,2,1,2,E08000035,2,9,3,3,2,49
69T1275,422529,433996,2,29/09/2019,1745,3,A647,2,1,2,E08000035,2,9,1,3,1,49
69T1376,431142,434408,4,29/09/2019,1830,6,U,1,1,1,E08000035,2,9,1,3,1,28
69U0271,430820,433464,1,30/09/2019,0807,6,U,1,1,1,E08000035,1,11,3,2,1,41
69U0375,427360,433748,2,30/09/2019,0910,6,U,2,1,1,E08000035,2,1,1,3,1,45
69U0493,430058,433628,1,30/09/2019,1030,6,U,1,1,1,E08000035,1,19,3,3,2,31
69U1697,422613,433533,2,30/09/2019,0705,6,U,1,1,1,E08000035,2,1,1,2,1,34
6A10228,426822,434977,2,01/10/2019,0720,3,A65,2,1,2,E08000035,2,1,1,2,2,53
6A10325,429443,437313,1,01/10/2019,0840,6,U,2,1,2,E08000035,1,9,3,3,1,9
6A11103,420554,437108,2,01/10/2019,0815,3,A1657,2,1,2,E08000035,2,1,1,3,1,57
6A11284,428794,434539,2,01/10/2019,1714,6,U,2,1,2,E08000035,2,1,1,3,1,17
6A20292,429006,436841,1,02/10/2019,0835,6,U,1,1,1,E08000035,1,9,3,3,2,17
6A20385,428996,425547,2,02/10/2019,0934,6,U,1,1,1,E08000035,1,9,1,3,2,36
6A20385,428996,425547,2,02/10/2019,0934,6,U,1,1,1,E08000035,2,9,2,3,1,43
6A20424,428063,435017,2,02/10/2019,0954,6,U,1,1,1,E08000035,2,1,1,3,2,33
6A20427,431125,432963,1,02/10/2019,0956,3,A61,1,1,1,E08000035,1,9,3,3,2,31
6A20482,428447,432565,1,02/10/2019,1120,3,A58,1,1,1,E08000035,1,9,1,3,1,30
6A21117,428548,434265,1,02/10/2019,1601,6,U,1,1,1,E08000035,1,11,3,2,1,18
6A21798,429313,430252,2,02/10/2019,2030,6,U,1,4,1,E08000035,2,1,1,3,1,55
6A30310,431303,429064,2,03/10/2019,0815,6,U,2,1,1,E08000035,2,1,1,3,1,49
6A30506,429296,433813,1,06/10/2019,1026,6,U,1,1,1,E08000035,1,9,2,3,2,27
6A30706,430734,435008,2,03/10/2019,0835,6,U,1,1,1,E08000035,2,1,1,3,1,44
6A31377,430119,430940,2,03/10/2019,1730,6,U,2,1,2,E08000035,1,9,1,3,2,43
6A31377,430119,430940,2,03/10/2019,1730,6,U,2,1,2,E08000035,2,9,1,3,1,20
6A32076,428833,434635,2,03/10/2019,2334,6,U,2,4,2,E08000035,2,9,1,3,1,42
6A32076,428833,434635,2,03/10/2019,2334,6,U,2,4,2,E08000035,2,9,2,3,1,20
6A32076,428833,434635,2,03/10/2019,2334,6,U,2,4,2,E08000035,2,9,2,3,1,19
6A40284,426406,429530,3,04/10/2019,0809,1,M621,2,1,5,E08000035,1,19,1,3,1,43
6A40284,426406,429530,3,04/10/2019,0809,1,M621,2,1,5,E08000035,2,9,1,3,1,43
6A40284,426406,429530,3,04/10/2019,0809,1,M621,2,1,5,E08000035,2,9,2,3,1,34
6A40824,433118,425897,2,04/10/2019,1315,1,M62,1,1,1,E08000035,2,9,1,3,1,60
6A40824,433118,425897,2,04/10/2019,1315,1,M62,1,1,1,E08000035,2,9,2,3,2,56
6A40835,429459,435106,3,04/10/2019,1319,6,U,1,1,1,E08000035,1,9,2,3,2,20
6A41087,429536,439290,2,04/10/2019,1500,6,U,1,1,1,E08000035,2,9,1,3,2,38
6A41713,432495,436606,2,04/10/2019,1915,6,U,1,4,1,E08000035,2,9,1,2,1,35
6A41934,441032,430625,2,04/10/2019,2049,6,U,1,4,1,E08000035,1,9,1,2,1,18
6A41934,441032,430625,2,04/10/2019,2049,6,U,1,4,1,E08000035,1,9,2,3,2,17
6A41934,441032,430625,2,04/10/2019,2049,6,U,1,4,1,E08000035,1,9,2,3,2,16
6A41934,441032,430625,2,04/10/2019,2049,6,U,1,4,1,E08000035,1,9,2,3,1,18
6A41934,441032,430625,2,04/10/2019,2049,6,U,1,4,1,E08000035,1,9,2,3,1,15
6A50940,427190,435251,2,25/09/2019,1520,6,U,1,1,1,E08000035,1,9,2,3,1,9
6A51132,428793,435579,2,01/10/2019,1830,6,U,2,4,1,E08000035,2,1,1,3,2,22
6A51250,428982,429877,1,05/10/2019,1440,3,A653,1,1,1,E08000035,1,11,2,3,2,30
6A61688,421887,446013,1,06/10/2019,2051,3,A659,5,6,2,E08000035,1,19,1,2,1,47
6A61942,431308,435039,2,06/10/2019,2350,3,A58,2,4,1,E08000035,1,8,1,3,1,39
6A61942,431308,435039,2,06/10/2019,2350,3,A58,2,4,1,E08000035,2,9,2,3,2,25
6A70736,420174,445555,1,07/10/2019,1905,6,U,1,7,1,E08000035,1,8,3,3,1,49
6A70966,430960,435867,2,07/10/2019,1510,6,U,2,1,2,E08000035,2,9,1,3,2,58
6A71699,422957,435134,1,07/10/2019,1530,6,U,1,1,1,E08000035,1,9,3,3,2,12
6A80342,424468,437099,2,08/10/2019,0825,3,A65,1,1,1,E08000035,2,1,1,3,2,44
6A80898,427895,433646,2,08/10/2019,1305,3,A647,1,1,1,E08000035,2,1,1,2,1,29
6A80956,426733,438362,1,08/10/2019,1356,6,U,1,1,1,E08000035,1,9,1,3,1,27
6A80956,426733,438362,1,08/10/2019,1356,6,U,1,1,1,E08000035,1,9,2,3,1,24
6A81046,426991,433439,1,08/10/2019,1435,6,U,2,1,2,E08000035,1,9,3,3,1,70
6A81781,429128,425932,2,08/10/2019,1953,3,A650,2,4,2,E08000035,1,19,1,3,1,64
6A81781,429128,425932,2,08/10/2019,1953,3,A650,2,4,2,E08000035,2,9,1,3,1,53
6A90221,427664,434493,2,08/10/2019,0650,3,A65,1,1,1,E08000035,2,1,1,3,1,32
6A90311,424152,435961,2,09/10/2019,0830,4,B6157,2,1,1,E08000035,2,1,1,3,1,37
6A90635,423590,432652,2,09/10/2019,1220,6,U,2,1,2,E08000035,2,9,2,3,1,1
6A91586,426219,429388,2,09/10/2019,2032,1,M621,2,4,5,E08000035,1,9,1,3,2,25
6A91586,426219,429388,2,09/10/2019,2032,1,M621,2,4,5,E08000035,2,9,1,3,1,25
6AA0233,414747,442825,2,10/10/2019,0749,6,U,2,1,1,E08000035,1,19,1,2,1,55
6AA0296,424375,439036,1,10/10/2019,0805,6,U,1,1,1,E08000035,1,9,3,3,1,27
6AA0446,428026,436011,2,10/10/2019,0907,3,A660,1,1,1,E08000035,2,1,1,3,1,33
6AA0771,427199,430650,2,10/10/2019,1100,1,M621,1,1,1,E08000035,2,19,1,3,1,33
6AB1075,422474,427900,2,11/10/2019,1538,3,A650,1,1,1,E08000035,1,9,2,3,1,5
6AB1077,442203,443157,4,11/10/2019,1535,2,A1(M),1,1,1,E08000035,3,9,2,3,2,51
6AB1104,437652,433318,2,11/10/2019,1550,6,U,2,1,2,E08000035,2,9,1,3,2,25
6AB1145,441417,444988,3,11/10/2019,1610,2,A1(M),1,1,1,E08000035,3,9,1,3,1,28
6AB1203,424239,432739,2,11/10/2019,1634,4,B6154,2,1,1,E08000035,1,2,1,3,2,16
6AB1294,428251,431572,3,11/10/2019,1716,1,M621,1,1,1,E08000035,2,9,1,3,1,38
6AC0773,435967,426849,2,12/10/2019,1223,3,A642,1,1,1,E08000035,2,9,1,3,1,30
6AC0773,435967,426849,2,12/10/2019,1223,3,A642,1,1,1,E08000035,2,9,2,3,2,8
6AC0918,427799,434431,2,12/10/2019,1530,3,A65,1,1,1,E08000035,1,9,1,3,1,45
6AC0918,427799,434431,2,12/10/2019,1530,3,A65,1,1,1,E08000035,2,9,1,3,1,29
6AC1330,427393,431195,2,12/10/2019,1709,3,A62,1,1,1,E08000035,1,5,1,3,1,53
6AC1653,430072,433369,2,12/10/2019,1930,6,U,2,4,1,E08000035,2,1,1,3,1,49
6AD0856,430318,438861,2,13/10/2019,1315,6,U,2,1,2,E08000035,1,9,1,3,1,81
6AD0856,430318,438861,2,13/10/2019,1315,6,U,2,1,2,E08000035,1,9,2,3,2,78
6AD1600,427393,431195,2,13/10/2019,0830,3,A643,2,1,1,E08000035,2,9,1,3,1,28
6AD1911,430380,425081,2,13/10/2019,2210,3,A650,2,4,1,E08000035,2,9,1,2,1,70
6AD1911,430380,425081,2,13/10/2019,2210,3,A650,2,4,1,E08000035,1,9,2,3,1,18
6AE0225,424744,433580,1,14/10/2019,0645,6,U,2,4,1,E08000035,1,19,3,3,2,16
6AE0272,432149,429752,3,14/10/2019,0749,1,M621,1,1,1,E08000035,1,9,2,3,1,25
6AE1583,431433,432707,2,06/10/2019,1930,3,A61,1,7,1,E08000035,1,9,1,3,1,69
6AE1583,431433,432707,2,06/10/2019,1930,3,A61,1,7,1,E08000035,2,9,1,2,2,61
6AF0028,431453,435824,2,15/10/2019,0025,6,U,1,4,1,E08000035,2,9,1,3,1,27
6AF0407,429047,434518,2,15/10/2019,0950,6,U,2,1,1,E08000035,2,1,1,2,2,18
6AG0218,431152,432317,1,16/10/2019,0710,6,U,2,1,2,E08000035,1,9,3,3,1,21
6AG0311,426810,431697,2,16/10/2019,0835,3,A6110,2,1,2,E08000035,1,2,1,3,1,17
6AG0446,427068,434826,2,16/10/2019,0958,3,A65,2,1,2,E08000035,1,3,1,2,1,28
6AG0446,427068,434826,2,16/10/2019,0958,3,A65,2,1,2,E08000035,2,9,1,3,1,71
6AG1096,428408,430814,1,16/10/2019,1530,6,U,1,1,1,E08000035,1,9,3,3,1,6
6AG1650,432062,436087,2,16/10/2019,1920,6,U,1,4,1,E08000035,2,9,2,3,1,36
6AG1951,429186,431921,2,16/10/2019,2140,6,U,1,4,1,E08000035,1,9,1,3,1,45
6AH0237,427449,430904,3,17/10/2019,0649,1,M621,1,1,1,E08000035,1,9,1,3,2,30
6AH0237,427449,430904,3,17/10/2019,0649,1,M621,1,1,1,E08000035,2,9,1,3,2,39
6AH0280,440434,446536,1,17/10/2019,0745,2,A1(M),1,1,1,E08000035,1,9,1,3,2,26
6AH0287,420549,444954,3,17/10/2019,0749,6,U,2,1,1,E08000035,2,9,1,3,2,58
6AH0330,425949,435450,1,17/10/2019,0822,6,U,1,1,1,E08000035,1,20,3,3,2,32
6AH0370,443606,435854,2,17/10/2019,0848,1,M1,1,1,1,E08000035,2,19,1,3,1,40
6AH0535,430021,435536,2,17/10/2019,1040,6,U,1,1,1,E08000035,1,3,1,3,1,21
6AH0581,423960,428215,2,17/10/2019,0730,3,A650,1,1,1,E08000035,1,5,1,3,1,51
6AH1155,436128,434842,2,17/10/2019,1545,3,A6120,1,1,1,E08000035,2,1,1,2,1,55
6AH1371,424404,439034,1,17/10/2019,1615,6,U,1,1,1,E08000035,1,9,3,3,1,9
6AH1454,427568,436873,2,16/10/2019,1630,3,A660,1,1,1,E08000035,2,1,1,2,1,20
6AH1514,431783,435035,1,17/10/2019,1900,6,U,1,4,1,E08000035,1,9,3,3,1,26
6AH1514,431783,435035,1,17/10/2019,1900,6,U,1,4,1,E08000035,1,9,3,3,1,15
6AH1648,427747,430064,1,17/10/2019,1855,6,U,1,5,1,E08000035,1,9,3,3,2,50
6AI0307,424454,437775,2,18/10/2019,0815,3,A6120,2,1,2,E08000035,2,9,1,3,1,37
6AI0313,430687,439540,2,18/10/2019,0820,6,U,1,1,1,E08000035,2,9,2,3,1,11
6AI0649,426949,433346,2,18/10/2019,1157,6,U,1,1,1,E08000035,1,3,1,2,1,16
6AI1561,422488,427896,3,18/10/2019,1840,3,A650,2,4,2,E08000035,3,9,1,3,1,55
6AI1561,422488,427896,3,18/10/2019,1840,3,A650,2,4,2,E08000035,3,9,2,2,2,48
6AI1781,423062,428555,2,18/10/2019,2009,4,B6135,2,4,1,E08000035,1,9,2,3,2,31
6AJ0182,416055,443133,1,19/10/2019,0226,6,U,2,6,2,E08000035,1,9,1,3,1,19
6AJ0182,416055,443133,1,19/10/2019,0226,6,U,2,6,2,E08000035,1,9,2,3,1,19
6AJ0381,430777,433452,2,19/10/2019,0740,6,U,2,1,1,E08000035,1,1,1,3,1,23
6AJ0568,431370,434985,2,19/10/2019,1025,6,U,1,1,1,E08000035,1,9,1,3,1,27
6AJ1121,426384,438887,1,19/10/2019,1542,6,U,1,1,1,E08000035,1,11,2,3,2,89
6AJ1121,426384,438887,1,19/10/2019,1542,6,U,1,1,1,E08000035,1,11,2,3,2,53
6AJ1142,428772,434403,2,19/10/2019,1552,6,U,1,1,1,E08000035,2,8,2,2,2,27
6AJ1630,429570,433795,2,19/10/2019,1954,6,U,2,4,1,E08000035,1,9,3,2,2,44
6AK1182,435243,434858,2,20/10/2019,1540,6,U,2,1,1,E08000035,1,9,1,3,1,71
6AK1628,442239,444971,2,20/10/2019,1945,6,U,2,4,1,E08000035,2,9,3,3,1,18
6AK1821,437248,428106,1,20/10/2019,2200,6,U,2,6,1,E08000035,1,9,1,3,1,39
6AL0070,422471,427901,2,21/10/2019,0055,3,A650,2,4,1,E08000035,2,9,1,3,1,26
6AL0070,422471,427901,2,21/10/2019,0055,3,A650,2,4,1,E08000035,2,9,2,3,1,22
6AL0355,431266,436334,2,21/10/2019,0832,4,B1659,2,1,2,E08000035,1,9,1,3,2,45
6AL0509,434905,431290,1,21/10/2019,1019,3,A63,1,1,1,E08000035,1,21,1,3,1,31
6AL1423,437572,432099,1,21/10/2019,1724,6,U,1,1,1,E08000035,1,9,3,2,1,8
6AM0221,430251,431959,4,22/10/2019,0713,1,M621,1,1,1,E08000035,3,9,1,3,1,40
6AM0862,439459,446166,2,22/10/2019,1343,3,A659,1,1,1,E08000035,2,9,1,3,2,38
6AN0983,429421,433886,4,23/10/2019,1455,2,A58(M),1,1,1,E08000035,2,9,1,3,1,26
6AN0983,429421,433886,4,23/10/2019,1455,2,A58(M),1,1,1,E08000035,3,19,1,3,1,26
6AN1070,435672,433901,2,23/10/2019,1530,6,U,1,1,1,E08000035,1,1,1,3,1,9
6AO0217,424929,427642,2,24/10/2019,0715,3,A650,2,4,1,E08000035,2,9,1,3,1,54
6AO0396,430957,426513,2,24/10/2019,0940,1,M62,1,1,1,E08000035,2,9,1,3,2,72
6AO0444,437371,425752,1,24/10/2019,1000,6,U,1,1,1,E08000035,1,5,1,2,1,57
6AO0457,424321,435331,1,24/10/2019,1010,3,A657,1,1,1,E08000035,1,9,3,3,1,23
6AO2015,433149,426328,2,24/10/2019,2239,3,A61,2,4,2,E08000035,2,3,1,3,1,49
6AP0484,429968,436635,2,25/10/2019,0820,3,A61,1,1,1,E08000035,2,9,1,3,1,39
6AP0837,420398,434130,1,25/10/2019,1400,6,U,2,1,2,E08000035,1,9,3,3,2,10
6AP1018,426066,427380,1,25/10/2019,1515,4,B6123,1,1,1,E08000035,1,9,3,3,1,39
6AP1120,436686,436620,2,25/10/2019,1612,6,U,2,1,2,E08000035,2,9,3,3,2,46
6AP1251,431451,435823,2,25/10/2019,1700,6,U,2,1,2,E08000035,2,1,1,3,1,39
6AP1303,428858,433953,2,25/10/2019,1728,6,U,2,4,2,E08000035,2,1,1,2,1,33
6AP1708,424092,428106,2,25/10/2019,2046,3,A62,1,4,1,E08000035,2,9,1,3,1,27
6AP1708,424092,428106,2,25/10/2019,2046,3,A62,1,4,1,E08000035,2,9,2,3,2,28
6AQ0248,429561,431046,1,26/10/2019,0433,6,U,2,4,2,E08000035,1,9,3,3,2,41
6AQ0496,424860,441876,2,26/10/2019,0950,6,U,2,1,2,E08000035,2,3,1,3,1,29
6AR1250,427326,434673,2,27/10/2019,1530,3,A65,1,1,1,E08000035,2,1,1,3,1,19
6AR1412,436295,436657,2,27/10/2019,1640,6,U,1,4,1,E08000035,2,3,1,3,1,18
6AS1179,429674,434589,1,28/10/2019,1629,3,A660,1,1,1,E08000035,1,11,3,2,1,18
6AT0895,429771,430660,1,29/10/2019,1501,6,U,1,1,1,E08000035,1,9,3,3,1,84
6AT1415,421728,428374,2,29/10/2019,1755,3,A650,1,4,1,E08000035,1,9,1,3,1,30
6AT1415,421728,428374,2,29/10/2019,1755,3,A650,1,4,1,E08000035,2,9,1,3,1,40
6AT1673,420842,434796,3,29/10/2019,2003,3,A6120,1,4,1,E08000035,2,9,1,3,2,20
6AU0042,432743,436150,2,29/10/2019,2350,6,U,1,4,1,E08000035,2,1,1,2,1,45
6AU1542,428916,434804,2,08/11/2019,1835,6,U,1,4,1,E08000035,2,1,1,3,1,22
6AV0146,430256,433231,1,31/10/2019,0416,6,U,2,4,1,E08000035,1,9,3,3,1,20
6AV0193,429582,434806,1,31/10/2019,0641,3,A660,1,1,1,E08000035,1,9,3,3,2,18
6AV0506,428112,426284,2,31/10/2019,1100,3,A650,1,1,1,E08000035,2,9,1,3,2,59
6AV0827,426208,427459,2,31/10/2019,1315,6,U,1,1,1,E08000035,2,9,1,3,2,72
6AV1572,428958,435471,2,31/10/2019,1820,3,A660,2,4,2,E08000035,2,9,1,3,1,21
6AV2230,423826,429504,2,31/10/2019,2133,4,B6126,2,4,2,E08000035,1,3,1,3,1,19
6AV2475,427896,436196,1,31/10/2019,2325,3,A660,2,4,2,E08000035,1,9,3,3,1,29
6B10436,430942,433305,1,01/11/2019,0600,6,U,1,1,1,E08000035,1,9,3,2,2,59
6B11019,425901,436250,2,01/11/2019,1856,6,U,2,4,5,E08000035,2,9,1,3,1,36
6B11410,440074,434243,3,01/11/2019,1645,1,M1,2,6,2,E08000035,1,9,2,3,2,59
6B11613,429950,423840,2,03/11/2019,1819,1,M1,1,6,1,E08000035,1,9,1,3,1,35
6B11704,436558,434703,1,01/11/2019,1718,6,U,2,4,2,E08000035,1,11,2,3,1,75
6B12126,434915,436251,1,01/11/2019,1500,6,U,2,1,2,E08000035,1,9,3,3,1,38
6B21190,424792,434818,2,02/11/2019,1615,3,A657,2,1,2,E08000035,2,3,1,3,1,22
6B21241,428601,430887,1,02/11/2019,1637,3,A643,2,1,2,E08000035,1,9,3,2,1,48
6B21306,442124,449037,1,02/11/2019,1705,6,U,2,6,8,E08000035,1,9,3,1,1,65
6B21306,442124,449037,1,02/11/2019,1705,6,U,2,6,8,E08000035,1,9,3,2,1,52
6B31213,423548,437863,1,03/11/2019,1516,6,U,2,1,1,E08000035,1,9,3,3,2,14
6B40089,425155,429007,4,04/11/2019,0200,3,A62,2,6,1,E08000035,1,19,1,3,1,27
6B40089,425155,429007,4,04/11/2019,0200,3,A62,2,6,1,E08000035,1,19,2,3,2,39
6B40169,429704,432133,2,04/11/2019,0500,1,M621,2,1,2,E08000035,1,21,3,1,1,47
6B40370,427449,430904,2,04/11/2019,0904,1,M621,1,1,1,E08000035,2,19,1,3,2,51
6B41484,431071,427777,1,04/11/2019,1730,6,U,2,4,2,E08000035,1,19,3,1,2,75
6B41525,432902,426227,1,04/11/2019,1430,4,B6135,1,1,1,E08000035,1,9,3,3,1,11
6B50029,428351,433471,2,05/11/2019,0138,6,U,2,4,1,E08000035,2,9,1,3,1,43
6B50029,428351,433471,2,05/11/2019,0138,6,U,2,4,1,E08000035,2,9,2,3,1,26
6B50229,442690,437584,1,05/11/2019,0745,6,U,2,1,1,E08000035,1,9,1,3,1,21
6B50275,428349,429220,2,05/11/2019,0822,6,U,1,1,1,E08000035,2,1,1,3,1,26
6B50416,426156,439135,1,05/11/2019,0940,6,U,1,1,1,E08000035,1,9,3,2,2,64
6B50636,426350,435931,2,05/11/2019,1610,6,U,2,4,8,E08000035,2,5,1,3,1,53
6B51024,418939,444820,2,11/02/2019,1445,3,A6038,1,1,1,E08000035,1,9,1,3,1,83
6B51024,418939,444820,2,11/02/2019,1445,3,A6038,1,1,1,E08000035,1,9,2,3,1,89
6B51024,418939,444820,2,11/02/2019,1445,3,A6038,1,1,1,E08000035,1,9,2,2,1,81
6B51322,431086,431385,2,05/11/2019,1545,6,U,2,1,2,E08000035,2,9,1,3,2,45
6B51399,424417,438120,2,05/11/2019,1715,6,U,2,4,2,E08000035,2,9,1,3,2,56
6B52332,437581,437236,1,05/11/2019,2231,6,U,4,4,8,E08000035,1,9,1,3,1,18
6B60626,429655,433382,1,06/11/2019,1040,6,U,1,1,1,E08000035,1,8,3,3,2,56
6B61688,430958,435814,1,06/11/2019,1825,6,U,2,4,2,E08000035,1,9,3,3,1,73
6B61938,436159,434497,1,06/11/2019,1940,3,A6120,2,4,1,E08000035,1,9,3,2,1,20
6B70264,424946,434225,2,07/11/2019,0830,3,A647,2,1,2,E08000035,1,5,1,3,1,54
6B70390,443331,435489,2,07/11/2019,0930,4,B1217,2,1,2,E08000035,1,9,1,3,2,28
6B70390,443331,435489,2,07/11/2019,0930,4,B1217,2,1,2,E08000035,2,9,1,3,1,39
6B71008,420911,434468,2,26/10/2019,1800,6,U,1,7,1,E08000035,2,9,2,3,1,12
6B71008,420911,434468,2,26/10/2019,1800,6,U,1,7,1,E08000035,2,9,2,3,1,9
6B71008,420911,434468,2,26/10/2019,1800,6,U,1,7,1,E08000035,2,9,2,3,2,10
6B71137,430955,435796,1,07/11/2019,1535,6,U,2,1,2,E08000035,1,9,3,3,2,5
6B71490,429725,433525,1,07/11/2019,1800,6,U,2,6,2,E08000035,1,3,3,2,2,33
6B71513,429001,438958,2,07/11/2019,1800,6,U,2,4,5,E08000035,2,9,1,3,2,35
6B71583,425160,429000,3,07/11/2019,1838,3,A62,2,4,2,E08000035,1,9,1,3,1,52
6B71587,432224,435160,1,07/11/2019,1842,6,U,1,7,1,E08000035,1,9,3,3,2,16
6B71716,422735,434052,1,07/11/2019,1935,3,A647,5,4,2,E08000035,1,9,1,3,1,30
6B71716,422735,434052,1,07/11/2019,1935,3,A647,5,4,2,E08000035,1,9,2,2,1,27
6B80226,432872,432385,2,08/11/2019,0709,3,A63,2,1,1,E08000035,1,19,1,3,1,43
6B80226,432872,432385,2,08/11/2019,0709,3,A63,2,1,1,E08000035,1,19,2,3,1,60
6B80226,432872,432385,2,08/11/2019,0709,3,A63,2,1,1,E08000035,2,9,1,3,1,49
6B80281,430962,433259,2,08/11/2019,0830,3,A61,1,1,1,E08000035,2,9,1,3,2,27
6B80338,430959,435790,1,08/11/2019,0852,6,U,2,1,1,E08000035,1,19,3,2,2,59
6B80386,430107,431200,2,08/11/2019,0937,3,A1,1,1,1,E08000035,2,2,1,3,1,25
6B80579,432626,436857,2,08/11/2019,1115,6,U,2,1,1,E08000035,1,9,2,3,2,39
6B80579,432626,436857,2,08/11/2019,1115,6,U,2,1,1,E08000035,1,9,2,3,2,49
6B80579,432626,436857,2,08/11/2019,1115,6,U,2,1,1,E08000035,1,9,2,3,2,12
6B81142,425142,435224,1,08/11/2019,1550,6,U,2,1,1,E08000035,1,9,3,3,2,4
6B81288,433878,425861,4,08/11/2019,1640,1,M64,2,6,1,E08000035,2,9,1,3,2,40
6B81288,433878,425861,4,08/11/2019,1640,1,M64,2,6,1,E08000035,3,9,1,3,1,54
6B81381,428509,431382,2,08/11/2019,1720,3,A643,2,4,1,E08000035,1,1,1,3,1,63
6B81502,432139,429216,2,08/11/2019,1811,1,M621,2,4,1,E08000035,1,9,1,3,1,38
6B81502,432139,429216,2,08/11/2019,1811,1,M621,2,4,1,E08000035,2,9,1,3,1,54
6B81502,432139,429216,2,08/11/2019,1811,1,M621,2,4,1,E08000035,2,9,2,3,2,75
6B81577,432221,435640,1,08/11/2019,0850,6,U,2,1,4,E08000035,1,9,3,3,1,18
6B81718,430576,430891,3,08/11/2019,1945,6,U,2,4,1,E08000035,1,9,1,3,1,38
6B82165,433616,438997,1,08/11/2019,2320,3,A6120,2,4,1,E08000035,1,9,1,2,1,18
6B90750,437765,432416,1,09/11/2019,1232,1,M1,1,1,1,E08000035,1,9,1,3,2,32
6B90750,437765,432416,1,09/11/2019,1232,1,M1,1,1,1,E08000035,1,9,2,3,1,8
6B90750,437765,432416,1,09/11/2019,1232,1,M1,1,1,1,E08000035,1,9,2,3,1,6
6B90750,437765,432416,1,09/11/2019,1232,1,M1,1,1,1,E08000035,1,9,2,3,2,1
6B90943,432148,429795,1,09/11/2019,1420,1,M621,2,1,1,E08000035,1,9,1,3,2,26
6B91723,431883,441881,2,09/11/2019,1940,3,A61,2,4,2,E08000035,2,9,1,3,2,68
6B91723,431883,441881,2,09/11/2019,1940,3,A61,2,4,2,E08000035,2,9,2,3,1,14
6BA0889,433218,436186,1,08/11/2019,1715,3,A58,1,7,1,E08000035,1,9,3,3,2,47
6BA1743,424438,442066,1,10/11/2019,2000,6,U,2,6,5,E08000035,1,9,1,3,1,19
6BA1743,424438,442066,1,10/11/2019,2000,6,U,2,6,5,E08000035,1,9,2,3,2,18
6BA1770,421547,428506,2,10/11/2019,2016,3,A650,1,4,1,E08000035,2,9,2,2,1,50
6BB0194,430473,431158,3,11/11/2019,0700,1,M621,2,1,1,E08000035,1,9,1,3,1,27
